date,user_id,device,pages_viewed,paid_clicks,organic_clicks,revenue
2026-01-05,1421,mobile,24,1,3,13.47
2026-01-05,1422,desktop,6,2,3,4.24
2026-01-05,1424,mobile,11,8,5,11.61
2026-01-05,1426,desktop,5,0,1,1.68
2026-01-05,1431,mobile,13,3,1,9.73
2026-01-05,1432,mobile,20,2,5,10.65
2026-01-05,1434,desktop,10,3,2,1.88
2026-01-05,1435,desktop,8,2,0,2.93
2026-01-05,1437,mobile,16,1,3,11.98
2026-01-05,1438,mobile,21,0,4,11.12
2026-01-05,1439,mobile,21,4,8,15.29
2026-01-05,1442,mobile,17,3,3,12.85
2026-01-05,1443,mobile,24,7,2,12.0
2026-01-05,1447,mobile,21,4,4,7.94
2026-01-05,1451,mobile,18,3,1,9.58
2026-01-05,1452,mobile,17,2,9,14.36
2026-01-05,1453,mobile,17,0,3,13.9
2026-01-05,1454,desktop,5,0,1,1.63
2026-01-05,1455,mobile,20,5,3,13.32
2026-01-05,1456,mobile,9,5,7,10.53
2026-01-05,1457,mobile,31,4,3,12.21
2026-01-05,1459,mobile,36,2,4,14.11
2026-01-05,1461,mobile,6,1,6,13.4
2026-01-05,1463,mobile,22,5,3,14.38
2026-01-05,1465,desktop,6,2,1,3.14
2026-01-05,1466,mobile,6,6,8,14.32
2026-01-05,1468,mobile,12,3,1,11.73
2026-01-05,1473,mobile,9,3,2,9.43
2026-01-05,1474,mobile,23,2,8,10.89
2026-01-05,1480,mobile,63,5,6,11.16
2026-01-05,1482,mobile,9,0,2,10.85
2026-01-05,1483,desktop,5,1,2,5.62
2026-01-05,1490,mobile,22,2,4,12.49
2026-01-05,1495,mobile,7,0,3,11.22
2026-01-05,1498,mobile,22,1,1,10.63
2026-01-05,1500,mobile,17,2,11,9.4
2026-01-05,1501,mobile,12,5,4,10.09
2026-01-05,1502,desktop,4,2,2,0.99
2026-01-05,1503,mobile,23,0,8,13.23
2026-01-05,1504,mobile,22,7,8,10.6
2026-01-05,1509,mobile,31,3,4,14.11
2026-01-05,1511,mobile,17,1,3,12.71
2026-01-05,1519,mobile,78,3,7,15.4
2026-01-05,1522,mobile,11,3,4,12.68
2026-01-05,1523,desktop,4,6,0,2.56
2026-01-05,1527,mobile,13,8,9,15.19
2026-01-05,1528,mobile,22,0,5,9.26
2026-01-05,1530,mobile,15,4,8,15.77
2026-01-05,1531,mobile,14,2,0,14.07
2026-01-05,1533,mobile,12,1,5,11.29
2026-01-05,1534,mobile,28,5,4,8.99
2026-01-05,1536,desktop,6,1,4,2.45
2026-01-05,1537,mobile,15,4,1,13.25
2026-01-05,1538,desktop,7,1,2,5.27
2026-01-05,1539,mobile,11,3,5,7.97
2026-01-05,1540,mobile,11,3,3,14.63
2026-01-05,1542,mobile,22,1,8,10.9
2026-01-05,1543,mobile,24,1,4,11.87
2026-01-05,1544,mobile,16,4,5,13.73
2026-01-05,1545,mobile,10,5,9,10.19
2026-01-05,1546,mobile,20,1,2,13.01
2026-01-05,1547,mobile,12,1,2,10.59
2026-01-05,1548,desktop,2,0,0,4.53
2026-01-05,1549,mobile,16,1,1,12.0
2026-01-05,1550,mobile,40,4,21,205.11
2026-01-05,1551,mobile,12,1,1,12.56
2026-01-05,1552,mobile,47,5,2,12.08
2026-01-05,1554,mobile,15,4,6,13.87
2026-01-05,1556,mobile,15,3,2,11.22
2026-01-05,1564,mobile,24,8,4,13.54
2026-01-05,1567,desktop,7,1,2,3.18
2026-01-05,1570,mobile,17,2,17,16.78
2026-01-05,1571,desktop,5,2,2,1.87
2026-01-05,1573,mobile,14,0,6,7.77
2026-01-05,1574,mobile,13,12,4,11.95
2026-01-05,1575,desktop,8,0,0,1.58
2026-01-05,1578,mobile,16,3,8,11.69
2026-01-05,1579,mobile,3,8,5,12.29
2026-01-05,1580,mobile,16,4,11,11.85
2026-01-05,1581,mobile,15,3,3,12.48
2026-01-05,1582,mobile,27,1,8,9.64
2026-01-05,1583,mobile,17,4,3,130.64
2026-01-05,1584,mobile,22,3,3,13.64
2026-01-05,1586,mobile,10,4,8,12.82
2026-01-05,1587,mobile,14,1,6,15.07
2026-01-05,1588,mobile,16,6,2,12.1
2026-01-05,1592,desktop,4,2,3,2.73
2026-01-05,1596,mobile,19,3,3,11.35
2026-01-05,1597,desktop,6,0,1,58.74
2026-01-05,1598,desktop,2,1,2,2.34
2026-01-05,1599,mobile,17,2,3,7.86
2026-01-05,1600,desktop,2,0,1,2.18
2026-01-05,1601,mobile,20,3,3,14.28
2026-01-05,1602,mobile,17,7,5,11.27
2026-01-05,1604,desktop,6,0,2,3.6
2026-01-05,1605,mobile,23,4,5,12.36
2026-01-05,1610,mobile,19,4,4,10.94
2026-01-05,1612,mobile,18,7,10,10.86
2026-01-05,1613,mobile,59,1,1,12.04
2026-01-05,1614,mobile,12,4,6,16.45
2026-01-05,1617,mobile,18,2,7,11.51
2026-01-05,1618,mobile,19,1,4,11.37
2026-01-05,1619,mobile,18,7,12,12.8
2026-01-05,1622,mobile,23,3,14,9.45
2026-01-05,1623,mobile,13,4,2,12.8
2026-01-05,1624,desktop,2,6,2,3.78
2026-01-05,1625,mobile,14,0,3,8.99
2026-01-05,1626,mobile,26,8,11,13.13
2026-01-05,1629,mobile,21,5,4,12.1
2026-01-05,1630,mobile,20,4,9,13.01
2026-01-05,1631,mobile,16,1,11,10.91
2026-01-05,1632,mobile,25,2,7,18.43
2026-01-05,1635,mobile,15,2,32,10.33
2026-01-05,1636,mobile,8,8,3,8.82
2026-01-05,1637,desktop,2,2,0,2.65
2026-01-05,1638,mobile,20,3,2,10.4
2026-01-05,1639,mobile,22,4,3,251.48
2026-01-05,1640,mobile,12,7,7,129.22
2026-01-05,1643,mobile,17,9,5,8.49
2026-01-05,1644,desktop,2,4,5,1.01
2026-01-05,1646,desktop,3,4,2,3.29
2026-01-05,1647,mobile,22,2,3,12.22
2026-01-05,1651,mobile,15,7,5,12.96
2026-01-05,1652,mobile,14,5,12,12.31
2026-01-05,1653,mobile,17,4,5,10.46
2026-01-05,1654,desktop,3,4,3,2.64
2026-01-05,1656,mobile,20,13,9,12.13
2026-01-05,1657,mobile,23,0,4,11.36
2026-01-05,1660,mobile,27,8,2,9.51
2026-01-05,1661,mobile,26,0,2,13.97
2026-01-05,1662,mobile,15,2,10,13.02
2026-01-05,1664,mobile,9,4,2,10.92
2026-01-05,1665,mobile,5,2,8,11.96
2026-01-05,1666,mobile,4,3,1,11.14
2026-01-05,1669,mobile,12,1,8,12.33
2026-01-05,1670,mobile,14,4,7,9.3
2026-01-05,1674,mobile,18,3,6,13.04
2026-01-05,1675,mobile,17,3,3,9.76
2026-01-05,1678,desktop,2,0,3,3.2
2026-01-05,1679,mobile,11,11,6,13.96
2026-01-05,1681,mobile,19,3,6,251.9
2026-01-05,1682,mobile,8,8,6,10.76
2026-01-05,1684,desktop,3,3,1,2.41
2026-01-05,1685,mobile,18,5,6,14.0
2026-01-05,1686,mobile,4,2,7,9.98
2026-01-05,1687,mobile,18,3,4,10.93
2026-01-05,1689,mobile,12,4,4,13.89
2026-01-05,1690,desktop,3,0,2,3.51
2026-01-05,1691,mobile,18,1,0,12.27
2026-01-05,1692,mobile,29,0,5,13.28
2026-01-05,1693,desktop,6,0,1,2.69
2026-01-05,1694,mobile,12,2,7,11.18
2026-01-05,1696,desktop,5,2,0,2.8
2026-01-05,1700,mobile,20,1,5,10.36
2026-01-05,1701,mobile,15,1,0,11.84
2026-01-05,1702,mobile,11,5,5,302.76
2026-01-05,1704,mobile,19,2,8,10.54
2026-01-05,1707,mobile,9,4,0,11.36
2026-01-05,1708,mobile,12,3,8,13.15
2026-01-05,1709,mobile,59,3,4,13.37
2026-01-05,1710,desktop,6,1,3,4.32
2026-01-05,1712,mobile,26,1,3,13.54
2026-01-05,1716,desktop,8,1,3,4.14
2026-01-05,1717,mobile,44,2,8,15.08
2026-01-05,1718,mobile,10,4,0,8.47
2026-01-05,1722,mobile,12,0,2,8.15
2026-01-05,1723,desktop,5,0,0,3.39
2026-01-05,1724,mobile,21,2,4,14.63
2026-01-05,1728,mobile,9,2,1,14.71
2026-01-05,1732,mobile,14,3,6,13.48
2026-01-05,1733,mobile,21,5,16,164.2
2026-01-05,1736,mobile,21,12,5,9.12
2026-01-05,1737,desktop,3,0,4,3.51
2026-01-05,1743,desktop,1,5,0,61.86
2026-01-05,1745,mobile,14,5,5,11.97
2026-01-05,1749,desktop,7,4,5,5.3
2026-01-05,1752,desktop,3,1,2,2.96
2026-01-05,1755,mobile,19,3,3,14.41
2026-01-05,1756,mobile,19,1,6,9.72
2026-01-05,1757,mobile,11,3,5,11.9
2026-01-05,1758,desktop,5,1,6,4.81
2026-01-05,1760,mobile,14,3,2,14.4
2026-01-05,1764,desktop,4,0,2,3.02
2026-01-05,1766,mobile,19,5,5,11.89
2026-01-05,1767,mobile,7,0,7,16.98
2026-01-05,1769,mobile,17,2,12,12.23
2026-01-05,1772,mobile,12,2,2,10.11
2026-01-05,1773,mobile,14,1,4,10.65
2026-01-05,1775,mobile,12,2,11,12.14
2026-01-05,1776,mobile,14,9,2,13.23
2026-01-05,1778,mobile,20,1,2,13.13
2026-01-05,1780,desktop,4,0,1,2.5
2026-01-05,1781,mobile,14,3,1,12.37
2026-01-05,1782,mobile,17,0,8,12.69
2026-01-05,1783,mobile,16,1,12,11.47
2026-01-05,1784,mobile,15,1,10,13.75
2026-01-05,1785,mobile,10,0,7,9.86
2026-01-05,1786,mobile,25,4,6,12.71
2026-01-05,1787,mobile,10,5,0,11.48
2026-01-05,1788,desktop,9,0,2,4.06
2026-01-05,1789,mobile,16,7,4,12.68
2026-01-05,1790,desktop,14,0,0,3.24
2026-01-05,1791,mobile,17,3,13,14.56
2026-01-05,1792,mobile,16,7,7,10.14
2026-01-05,1793,mobile,15,1,5,10.76
2026-01-05,1794,desktop,19,2,2,4.87
2026-01-05,1795,desktop,6,4,0,1.91
2026-01-05,1797,desktop,3,2,3,3.2
2026-01-05,1799,desktop,7,1,1,1.91
2026-01-05,1800,mobile,9,3,2,10.64
2026-01-05,1801,mobile,22,6,5,11.04
2026-01-05,1803,mobile,9,4,4,12.72
2026-01-05,1806,mobile,17,1,1,10.26
2026-01-05,1811,mobile,19,8,4,13.65
2026-01-05,1813,desktop,3,0,0,1.9
2026-01-05,1815,mobile,7,4,4,14.95
2026-01-05,1818,mobile,13,0,0,12.53
2026-01-05,1819,mobile,18,4,5,10.36
2026-01-05,1821,desktop,7,0,0,3.07
2026-01-05,1824,mobile,19,0,4,12.83
2026-01-05,1829,mobile,21,6,7,12.23
2026-01-05,1830,mobile,11,4,3,13.9
2026-01-05,1832,mobile,14,5,10,13.78
2026-01-05,1833,mobile,15,0,4,13.52
2026-01-05,1840,mobile,21,0,6,10.66
2026-01-05,1843,mobile,23,5,1,13.9
2026-01-05,1845,mobile,13,8,1,10.21
2026-01-05,1847,desktop,7,2,4,3.98
2026-01-05,1848,mobile,19,4,8,11.09
2026-01-05,1850,mobile,16,1,5,11.76
2026-01-05,1853,mobile,19,2,7,12.34
2026-01-05,1854,mobile,15,2,12,13.52
2026-01-05,1855,mobile,23,2,7,13.23
2026-01-05,1856,mobile,12,1,1,12.84
2026-01-05,1857,mobile,17,2,2,10.29
2026-01-05,1858,mobile,28,4,5,9.78
2026-01-05,1860,mobile,13,2,5,10.27
2026-01-05,1861,mobile,11,1,2,15.75
2026-01-05,1863,mobile,11,1,5,13.41
2026-01-05,1865,mobile,17,8,4,10.58
2026-01-05,1871,mobile,22,18,4,12.28
2026-01-05,1873,mobile,11,3,10,15.43
2026-01-05,1878,mobile,10,1,3,10.98
2026-01-05,1879,mobile,24,3,6,9.49
2026-01-05,1880,mobile,24,0,3,11.0
2026-01-05,1881,mobile,16,0,6,12.69
2026-01-05,1884,desktop,3,0,4,3.12
2026-01-05,1885,mobile,23,3,5,10.06
2026-01-05,1886,desktop,5,1,0,2.5
2026-01-05,1887,mobile,20,3,6,14.52
2026-01-05,1888,mobile,23,2,1,11.33
2026-01-05,1889,mobile,12,7,5,12.08
2026-01-05,1890,desktop,3,1,1,2.31
2026-01-05,1891,mobile,20,7,4,13.49
2026-01-05,1892,mobile,6,4,7,10.03
2026-01-05,1893,mobile,13,3,14,11.31
2026-01-05,1897,desktop,5,1,1,2.45
2026-01-05,1899,mobile,16,6,5,8.99
2026-01-05,1902,mobile,24,6,7,11.47
2026-01-05,1903,desktop,6,0,0,2.24
2026-01-05,1904,mobile,17,0,4,15.9
2026-01-05,1907,mobile,18,2,1,17.63
2026-01-05,1908,mobile,14,2,3,10.59
2026-01-05,1909,desktop,10,0,7,3.92
2026-01-05,1911,mobile,19,10,8,9.53
2026-01-05,1912,mobile,15,1,7,13.77
2026-01-05,1913,mobile,15,4,13,14.4
2026-01-05,1914,mobile,20,3,3,13.49
2026-01-05,1919,mobile,11,1,30,7.49
2026-01-05,1920,mobile,24,5,4,8.53
2026-01-05,1923,mobile,22,2,5,12.23
2026-01-05,1924,mobile,15,6,4,8.43
2026-01-05,1926,mobile,13,9,3,11.64
2026-01-05,1933,mobile,15,0,4,9.21
2026-01-05,1937,mobile,16,2,4,10.52
2026-01-05,1938,mobile,16,2,8,15.12
2026-01-05,1939,desktop,4,4,3,4.25
2026-01-05,1940,desktop,3,8,0,3.03
2026-01-05,1941,mobile,17,1,7,15.55
2026-01-05,1943,mobile,20,9,7,13.08
2026-01-05,1946,mobile,19,2,1,15.74
2026-01-05,1948,mobile,8,2,5,9.46
2026-01-05,1951,mobile,22,13,4,14.03
2026-01-05,1952,mobile,15,1,21,14.46
2026-01-05,1955,mobile,12,0,9,13.42
2026-01-05,1956,mobile,20,3,7,15.2
2026-01-05,1960,desktop,5,3,4,2.21
2026-01-05,1961,mobile,15,9,10,9.95
2026-01-05,1962,mobile,13,0,4,14.29
2026-01-05,1963,mobile,28,2,9,13.92
2026-01-05,1965,mobile,14,6,12,135.94
2026-01-05,1968,mobile,13,4,4,10.46
2026-01-05,1970,desktop,4,0,0,2.18
2026-01-05,1971,mobile,15,2,3,10.76
2026-01-05,1974,mobile,12,1,0,9.74
2026-01-05,1975,mobile,19,0,1,11.83
2026-01-05,1976,mobile,14,3,2,12.27
2026-01-05,1977,mobile,11,3,7,14.19
2026-01-05,1979,mobile,9,1,5,13.84
2026-01-05,1980,desktop,8,2,4,4.29
2026-01-05,1981,mobile,16,1,5,13.3
2026-01-05,1982,mobile,16,1,14,13.41
2026-01-05,1986,mobile,20,5,2,8.78
2026-01-05,1987,mobile,17,3,10,8.28
2026-01-05,1988,mobile,11,2,2,8.06
2026-01-05,1989,mobile,12,3,3,12.26
2026-01-05,1991,desktop,6,1,1,1.76
2026-01-05,1992,mobile,7,1,2,15.93
2026-01-05,1993,desktop,4,0,2,3.15
2026-01-05,1994,mobile,11,3,2,10.8
2026-01-05,1995,mobile,15,6,5,136.11
2026-01-05,2000,mobile,40,4,5,13.17
2026-01-05,2001,mobile,16,7,7,12.64
2026-01-05,2002,mobile,13,0,1,12.8
2026-01-05,2003,mobile,16,1,4,13.03
2026-01-05,2007,mobile,14,4,4,10.18
2026-01-05,2009,mobile,16,4,4,14.24
2026-01-05,2010,desktop,4,0,1,3.14
2026-01-05,2011,desktop,6,2,4,4.6
2026-01-05,2013,desktop,8,0,0,4.99
2026-01-05,2014,mobile,19,3,3,10.04
2026-01-05,2015,mobile,18,3,7,12.7
2026-01-05,2017,mobile,9,1,7,11.46
2026-01-05,2018,desktop,2,2,0,2.68
2026-01-05,2020,mobile,17,8,6,11.11
2026-01-05,2021,mobile,16,9,5,9.19
2026-01-05,2022,mobile,17,2,5,13.26
2026-01-05,2025,mobile,24,2,10,13.11
2026-01-05,2026,mobile,13,2,1,10.58
2026-01-05,2027,mobile,19,12,4,12.12
2026-01-05,2029,mobile,16,4,1,10.25
2026-01-05,2030,desktop,4,1,1,1.62
2026-01-05,2031,mobile,11,2,15,10.74
2026-01-05,2033,mobile,19,2,4,13.99
2026-01-05,2034,mobile,17,2,20,9.82
2026-01-05,2036,desktop,5,1,0,1.99
2026-01-05,2037,desktop,12,2,0,1.24
2026-01-05,2038,mobile,43,2,6,10.46
2026-01-05,2040,mobile,11,4,3,11.67
2026-01-05,2041,mobile,14,3,2,12.52
2026-01-05,2045,mobile,17,2,1,11.65
2026-01-05,2046,desktop,11,2,3,4.11
2026-01-05,2047,mobile,22,4,4,13.35
2026-01-05,2049,desktop,9,2,1,1.79
2026-01-05,2050,mobile,12,6,6,13.26
2026-01-05,2051,mobile,14,5,4,10.01
2026-01-05,2052,desktop,4,1,4,4.04
2026-01-05,2053,mobile,10,4,1,12.71
2026-01-05,2054,mobile,19,1,4,10.69
2026-01-05,2055,mobile,19,3,5,10.21
2026-01-05,2056,mobile,14,0,13,12.43
2026-01-05,2059,mobile,23,4,4,12.84
2026-01-05,2060,desktop,9,2,0,3.28
2026-01-05,2061,mobile,38,15,8,168.71
2026-01-05,2062,mobile,23,6,6,230.9
2026-01-05,2065,mobile,21,0,3,8.08
2026-01-05,2066,mobile,22,2,10,10.59
2026-01-05,2068,desktop,10,1,3,3.51
2026-01-05,2070,mobile,21,7,7,10.76
2026-01-05,2071,mobile,10,8,7,10.06
2026-01-05,2073,mobile,19,5,8,13.08
2026-01-05,2075,mobile,22,1,6,17.93
2026-01-05,2076,mobile,9,3,4,11.65
2026-01-05,2077,mobile,15,8,6,9.89
2026-01-05,2078,mobile,18,3,4,15.29
2026-01-05,2079,mobile,6,2,2,12.01
2026-01-05,2082,mobile,9,3,5,9.28
2026-01-05,2085,mobile,14,5,1,11.25
2026-01-05,2086,desktop,7,0,0,3.44
2026-01-05,2089,mobile,6,0,4,10.14
2026-01-05,2090,mobile,18,4,5,10.27
2026-01-05,2096,mobile,28,1,4,16.63
2026-01-05,2097,mobile,15,0,5,13.96
2026-01-05,2098,mobile,19,3,3,11.99
2026-01-05,2100,mobile,12,1,1,12.75
2026-01-05,2102,desktop,3,2,2,2.39
2026-01-05,2103,mobile,16,5,2,12.49
2026-01-05,2104,mobile,10,2,8,12.37
2026-01-05,2105,mobile,15,3,5,13.18
2026-01-05,2106,mobile,32,3,3,8.88
2026-01-05,2107,mobile,12,4,5,10.35
2026-01-05,2108,mobile,12,3,9,12.11
2026-01-05,2109,mobile,25,4,3,12.44
2026-01-05,2110,desktop,10,2,3,2.92
2026-01-05,2111,mobile,23,3,6,11.35
2026-01-05,2112,desktop,4,2,1,2.3
2026-01-05,2113,mobile,16,0,2,12.1
2026-01-05,2118,desktop,5,1,0,2.87
2026-01-05,2119,mobile,8,2,2,15.09
2026-01-05,2124,mobile,9,2,2,11.45
2026-01-05,2125,mobile,11,1,7,14.15
2026-01-05,2127,desktop,6,1,3,3.4
2026-01-05,2128,mobile,26,4,3,9.63
2026-01-05,2129,mobile,14,6,10,10.38
2026-01-05,2130,desktop,1,0,0,4.43
2026-01-05,2131,desktop,2,0,0,2.01
2026-01-05,2132,mobile,14,3,7,10.52
2026-01-05,2137,mobile,19,7,12,13.66
2026-01-05,2140,mobile,13,3,14,13.98
2026-01-05,2142,mobile,25,4,10,12.52
2026-01-05,2143,mobile,10,1,3,241.15
2026-01-05,2149,mobile,31,6,6,12.76
2026-01-05,2150,mobile,11,3,5,12.74
2026-01-05,2151,desktop,2,1,1,3.16
2026-01-05,2152,mobile,21,3,9,13.3
2026-01-05,2154,desktop,2,0,4,1.8
2026-01-05,2157,mobile,18,3,2,11.47
2026-01-05,2158,mobile,22,5,7,11.94
2026-01-05,2159,mobile,14,13,4,14.0
2026-01-05,2160,mobile,17,8,6,11.43
2026-01-05,2161,mobile,62,3,4,8.8
2026-01-05,2162,mobile,12,1,17,15.53
2026-01-05,2163,mobile,20,2,4,13.31
2026-01-05,2164,mobile,28,3,1,7.15
2026-01-05,2166,mobile,16,4,3,13.65
2026-01-05,2167,desktop,12,0,1,3.99
2026-01-05,2168,mobile,22,2,1,14.96
2026-01-05,2170,mobile,12,8,6,8.17
2026-01-05,2173,mobile,26,6,12,12.84
2026-01-05,2175,mobile,12,5,4,11.63
2026-01-05,2179,mobile,18,3,2,13.8
2026-01-05,2182,desktop,3,9,0,1.89
2026-01-05,2185,mobile,10,3,11,12.9
2026-01-05,2190,mobile,7,2,1,8.7
2026-01-05,2191,mobile,10,2,4,12.76
2026-01-05,2194,desktop,8,2,7,3.54
2026-01-05,2196,mobile,18,6,10,16.31
2026-01-05,2197,mobile,21,9,5,13.5
2026-01-05,2201,desktop,5,2,0,2.19
2026-01-05,2202,mobile,6,6,2,9.74
2026-01-05,2203,desktop,2,1,0,3.06
2026-01-05,2204,mobile,16,4,3,10.91
2026-01-05,2205,mobile,11,5,3,11.65
2026-01-05,2209,mobile,7,3,4,13.58
2026-01-05,2210,mobile,25,2,4,10.87
2026-01-05,2212,desktop,4,0,3,5.61
2026-01-05,2214,mobile,45,1,4,9.22
2026-01-05,2216,mobile,13,2,8,14.89
2026-01-05,2217,mobile,3,2,8,11.23
2026-01-05,2218,mobile,18,4,9,10.88
2026-01-05,2219,desktop,3,0,1,3.89
2026-01-05,2220,mobile,35,7,8,15.46
2026-01-05,2221,mobile,19,3,5,14.85
2026-01-05,2222,desktop,5,3,1,3.36
2026-01-05,2223,mobile,16,0,2,12.14
2026-01-05,2224,desktop,2,5,2,4.02
2026-01-05,2225,mobile,18,6,3,12.46
2026-01-05,2226,mobile,9,11,2,9.17
2026-01-05,2227,mobile,6,8,5,10.65
2026-01-05,2231,desktop,10,3,0,4.32
2026-01-05,2235,mobile,86,7,13,12.25
2026-01-05,2237,desktop,9,0,4,4.66
2026-01-05,2243,mobile,18,3,2,10.91
2026-01-05,2244,mobile,13,5,3,13.07
2026-01-05,2245,mobile,20,8,3,15.63
2026-01-05,2249,desktop,6,0,2,2.89
2026-01-05,2252,mobile,18,5,2,11.91
2026-01-05,2255,mobile,13,3,9,11.72
2026-01-05,2256,mobile,16,0,1,11.56
2026-01-05,2257,mobile,27,6,8,12.09
2026-01-05,2259,mobile,23,4,5,10.59
2026-01-05,2261,mobile,15,5,3,9.39
2026-01-05,2270,desktop,3,3,3,2.31
2026-01-05,2271,mobile,15,5,8,12.83
2026-01-05,2272,mobile,9,1,5,14.35
2026-01-05,2274,mobile,11,8,3,9.64
2026-01-05,2277,mobile,18,4,6,9.78
2026-01-05,2278,mobile,10,0,8,15.81
2026-01-05,2280,mobile,11,5,4,9.12
2026-01-05,2285,mobile,14,2,2,13.08
2026-01-05,2287,mobile,15,1,5,13.09
2026-01-05,2288,mobile,22,1,7,11.11
2026-01-05,2289,desktop,2,6,1,2.08
2026-01-05,2291,mobile,11,1,3,7.78
2026-01-05,2294,desktop,5,4,3,2.44
2026-01-05,2296,mobile,16,1,1,12.96
2026-01-05,2297,desktop,2,0,0,3.4
2026-01-05,2299,mobile,20,3,4,12.58
2026-01-05,2302,mobile,8,0,7,10.44
2026-01-05,2305,mobile,20,10,3,13.1
2026-01-05,2310,mobile,23,2,4,11.68
2026-01-05,2312,mobile,16,5,1,13.17
2026-01-05,2313,mobile,16,1,7,12.09
2026-01-05,2314,mobile,8,3,2,13.41
2026-01-05,2315,desktop,7,2,2,3.27
2026-01-05,2316,mobile,10,5,10,16.14
2026-01-05,2318,mobile,13,3,2,14.95
2026-01-05,2321,mobile,22,7,7,12.2
2026-01-05,2322,mobile,15,2,5,10.25
2026-01-05,2323,mobile,15,1,2,10.83
2026-01-05,2325,mobile,15,4,10,13.69
2026-01-05,2326,mobile,10,7,1,11.83
2026-01-05,2327,desktop,5,4,2,3.29
2026-01-05,2328,mobile,15,7,6,11.11
2026-01-05,2330,mobile,12,5,2,11.13
2026-01-05,2332,mobile,23,0,3,204.2
2026-01-05,2336,mobile,17,3,6,8.68
2026-01-05,2337,mobile,10,0,3,12.86
2026-01-05,2338,desktop,8,0,6,3.59
2026-01-05,2339,mobile,13,9,6,11.05
2026-01-05,2341,desktop,7,3,0,3.92
2026-01-05,2342,desktop,4,1,3,1.53
2026-01-05,2345,mobile,20,2,7,287.19
2026-01-05,2351,mobile,20,3,4,10.86
2026-01-05,2352,mobile,14,2,4,14.3
2026-01-05,2355,desktop,7,0,2,2.93
2026-01-05,2356,mobile,20,1,2,9.63
2026-01-05,2357,desktop,7,1,4,2.02
2026-01-05,2358,mobile,10,0,8,15.28
2026-01-05,2359,desktop,18,0,0,4.48
2026-01-05,2363,mobile,18,7,8,11.24
2026-01-05,2364,mobile,10,5,5,9.5
2026-01-05,2365,desktop,14,1,4,3.6
2026-01-05,2367,mobile,24,2,4,9.33
2026-01-05,2374,mobile,10,6,8,12.55
2026-01-05,2376,mobile,21,7,11,10.91
2026-01-05,2377,mobile,15,3,2,10.94
2026-01-05,2378,mobile,22,3,6,12.46
2026-01-05,2379,mobile,19,2,6,14.46
2026-01-05,2380,mobile,16,3,3,11.84
2026-01-05,2382,mobile,15,6,4,10.5
2026-01-05,2384,mobile,21,9,4,8.89
2026-01-05,2385,mobile,11,1,0,11.31
2026-01-05,2386,mobile,14,4,2,12.57
2026-01-05,2387,mobile,10,0,13,11.57
2026-01-05,2389,mobile,19,5,4,10.38
2026-01-05,2390,mobile,15,4,6,285.44
2026-01-05,2391,desktop,1,1,1,2.55
2026-01-05,2392,mobile,17,3,6,13.4
2026-01-05,2394,mobile,10,1,6,12.74
2026-01-05,2396,desktop,6,2,5,4.3
2026-01-05,2397,desktop,15,2,1,4.21
2026-01-05,2399,mobile,20,2,9,11.96
2026-01-05,2400,mobile,24,4,4,14.43
2026-01-05,2401,desktop,5,0,0,3.12
2026-01-05,2402,mobile,10,6,1,9.06
2026-01-05,2403,mobile,13,1,2,10.99
2026-01-05,2404,mobile,18,3,3,10.17
2026-01-05,2406,mobile,27,1,6,15.28
2026-01-05,2409,mobile,19,5,3,11.81
2026-01-05,2410,mobile,8,2,2,11.67
2026-01-05,2412,mobile,16,3,3,9.49
2026-01-05,2416,mobile,15,0,5,14.81
2026-01-05,2419,mobile,10,4,5,13.46
2026-01-05,2424,mobile,7,8,4,10.72
2026-01-05,2425,mobile,6,4,4,12.5
2026-01-05,2426,desktop,3,0,1,2.13
2026-01-05,2427,mobile,8,5,4,9.91
2026-01-05,2431,mobile,20,3,8,12.42
2026-01-05,2432,mobile,11,5,4,16.32
2026-01-05,2434,mobile,11,3,8,14.21
2026-01-05,2437,mobile,20,0,4,12.71
2026-01-05,2441,mobile,8,11,4,236.53
2026-01-05,2442,mobile,12,2,1,13.12
2026-01-05,2443,mobile,13,5,6,11.87
2026-01-05,2444,mobile,16,5,5,14.49
2026-01-05,2446,mobile,85,6,4,9.42
2026-01-05,2448,desktop,3,0,1,4.14
2026-01-05,2449,mobile,12,4,6,13.95
2026-01-05,2450,mobile,7,3,4,10.45
2026-01-05,2453,mobile,20,1,4,11.45
2026-01-05,2457,mobile,13,1,8,11.15
2026-01-05,2459,mobile,11,2,7,12.26
2026-01-05,2460,mobile,21,2,1,11.57
2026-01-05,2462,mobile,13,2,1,12.55
2026-01-05,2463,mobile,25,6,8,12.44
2026-01-05,2465,mobile,12,9,8,10.56
2026-01-05,2467,desktop,7,6,1,2.84
2026-01-05,2469,mobile,9,3,4,12.57
2026-01-05,2471,mobile,10,9,7,12.5
2026-01-05,2473,mobile,22,6,7,14.33
2026-01-05,2474,mobile,13,5,3,9.39
2026-01-05,2475,mobile,19,3,2,13.95
2026-01-05,2477,mobile,16,4,3,10.89
2026-01-05,2478,desktop,8,2,5,2.17
2026-01-05,2479,mobile,19,5,13,14.76
2026-01-05,2480,mobile,21,3,9,14.92
2026-01-05,2481,mobile,14,1,5,9.35
2026-01-05,2482,mobile,24,3,11,11.63
2026-01-05,2484,mobile,7,3,5,11.91
2026-01-05,2485,mobile,15,2,5,12.15
